host_response_rate,host_acceptance_rate,host_listings_count,accommodates,room_type,bedrooms,bathrooms,beds,price,cleaning_fee,security_deposit,minimum_nights,maximum_nights,number_of_reviews,latitude,longitude,city,zipcode,state
92%,75%,1,2,Entire home/apt,0,1,1,120,$0.00 ,$0.00 ,1,1125,0,38.91028118,-77.05519818,Washington,20007,DC
100%,91%,2,2,Entire home/apt,0,1,1,120,$75.00 ,$0.00 ,2,1125,8,38.90732804,-77.06314242,Washington,20007,DC
100%,60%,1,2,Entire home/apt,1,1,1,120,$30.00 ,$100.00 ,2,1125,10,38.9097126,-77.05562583,Washington,20007,DC
100%,100%,1,2,Entire home/apt,1,1,1,120,$20.00 ,$0.00 ,2,1125,2,38.91174585,-77.05995663,Washington,20007,DC
100%,100%,1,4,Entire home/apt,1,1,1,120,$0.00 ,$0.00 ,2,1125,0,38.91665016,-77.03569251,Washington,20009,DC
0%,0%,1,2,Entire home/apt,1,1,1,120,$0.00 ,$0.00 ,1,1125,0,38.90907823,-77.03645361,Washington,20005,DC
92%,99%,23,2,Private room,1,1,1,120,$0.00 ,$0.00 ,1,1125,6,38.91643111,-77.0383506,Washington,20009,DC
62%,86%,1,2,Entire home/apt,1,1,1,120,$50.00 ,$120.00 ,2,1125,0,38.91605203,-77.03633534,Washington,20009,DC
100%,29%,1,2,Entire home/apt,0,1,1,120,$20.00 ,$0.00 ,2,40,24,38.90889091,-77.04310922,"Washington, D.C.",20036,DC
50%,100%,1,2,Entire home/apt,1,1,1,120,$55.00 ,$0.00 ,1,1125,3,38.91552862,-77.04357801,Washington,20009,DC
92%,99%,23,2,Private room,1,1,1,120,$0.00 ,$0.00 ,1,1125,7,38.9080242,-77.04320283,Washington,20036,DC
92%,99%,23,2,Private room,1,1,1,120,$0.00 ,$0.00 ,1,29,11,38.90832175,-77.04421715,Washington,20036,DC
92%,99%,23,2,Private room,1,1,1,120,$0.00 ,$0.00 ,1,29,9,38.90750075,-77.04263553,Washington,20036,DC
100%,94%,1,3,Entire home/apt,0,1,1,120,$50.00 ,$0.00 ,2,1125,5,38.9034022,-77.0491424,Washington,20037,DC
92%,99%,23,2,Private room,1,1,1,120,$0.00 ,$0.00 ,1,1125,4,38.91594427,-77.03866237,Washington,20009,DC
50%,50%,1,4,Entire home/apt,1,1.5,1,120,$0.00 ,$0.00 ,4,365,3,38.90570919,-77.04599941,Washington,20036,DC
94%,56%,1,2,Private room,1,1,1,120,$0.00 ,$300.00 ,2,1125,1,38.9102792,-77.03932217,Washington,20036,DC
0%,0%,1,2,Entire home/apt,1,1,1,120,$0.00 ,$0.00 ,1,1125,0,38.9123379,-77.03629366,Washington,20009,DC
100%,73%,1,2,Entire home/apt,0,1,2,120,$50.00 ,$95.00 ,1,7,6,38.9071524,-77.03637352,Washington,20005,DC
67%,100%,1,2,Entire home/apt,1,1,1,120,$0.00 ,$0.00 ,2,1125,1,38.91248205,-77.03853251,Washington,20009,DC
100%,95%,3,2,Entire home/apt,1,1,1,120,$50.00 ,$250.00 ,6,365,13,38.91039688,-77.04165374,Washington,20009,DC
92%,99%,23,2,Private room,1,1,1,120,$0.00 ,$0.00 ,1,1125,11,38.90877459,-77.04295255,Washington,20036,DC
0%,0%,1,2,Entire home/apt,1,1,1,120,$0.00 ,$0.00 ,1,1125,1,38.91750658,-77.03651758,Washington,20009,DC
92%,84%,1,2,Entire home/apt,0,1,1,120,$0.00 ,$0.00 ,2,1125,42,38.91557444,-77.02788519,"Washington, D.C.",20001,DC
100%,63%,1,4,Entire home/apt,1,1,2,120,$20.00 ,$250.00 ,2,1125,8,38.91468019,-77.03127473,Washington,20009,DC
36%,100%,1,3,Entire home/apt,1,1,1,120,$0.00 ,$0.00 ,3,1125,9,38.91689565,-77.03102206,Washington,20009,DC
33%,100%,1,2,Entire home/apt,0,1,1,120,$0.00 ,$0.00 ,2,1125,2,38.87807665,-77.01906782,Washington,20024,DC
100%,100%,1,2,Entire home/apt,0,1,1,120,$60.00 ,$0.00 ,2,7,9,38.87564815,-77.01786448,Washington,20024,DC
90%,93%,3,2,Private room,1,1,1,120,$50.00 ,$100.00 ,1,7,22,38.8741326,-77.01144144,Washington,20003,DC
68%,91%,5,4,Entire home/apt,2,2.5,2,120,$0.00 ,$150.00 ,1,1125,20,38.9446978,-77.01392412,Washington,20011,DC
0%,0%,1,2,Entire home/apt,1,1,1,120,$0.00 ,$0.00 ,2,1125,0,38.95480391,-77.01140099,Washington,20011,DC
90%,67%,1,3,Entire home/apt,1,1,1,120,$0.00 ,$0.00 ,4,50,16,38.93719163,-77.0329292,Washington,20010,DC
0%,0%,1,2,Private room,1,1,1,120,$0.00 ,$0.00 ,2,4,0,38.95480785,-77.01292228,Washington,20011,DC
100%,0%,1,6,Entire home/apt,3,2,4,120,$0.00 ,$0.00 ,5,1125,2,38.95068459,-77.02035502,Washington,20011,DC
100%,100%,2,3,Entire home/apt,2,1,1,120,$0.00 ,$0.00 ,2,20,4,38.94244017,-77.06031244,Washington,20008,DC
0%,0%,1,1,Entire home/apt,1,1,1,120,$0.00 ,$0.00 ,1,25,0,38.95157101,-77.0676764,"Washington, D.C.",20008,DC
88%,100%,3,4,Entire home/apt,1,1,2,120,$50.00 ,$250.00 ,2,1825,2,38.96995344,-77.01983532,Washington,20012,DC
100%,0%,1,2,Entire home/apt,1,1,1,120,$50.00 ,$500.00 ,1,1125,0,38.96469078,-77.00496926,Washington,20011,DC
100%,97%,1,2,Entire home/apt,1,1,1,120,$0.00 ,$0.00 ,1,120,9,38.90619056,-77.00509889,Washington,20002,DC
100%,100%,2,4,Private room,1,1,2,120,$120.00 ,$100.00 ,2,1125,8,38.90114176,-77.00860167,Washington,20001,DC
100%,100%,1,4,Entire home/apt,1,1,2,120,$30.00 ,$0.00 ,2,1125,10,38.90589413,-77.00542831,Washington,20002,DC
84%,82%,2,4,Private room,1,1,1,120,$40.00 ,$0.00 ,2,1125,2,38.89556228,-76.99341957,Washington,20002,DC
100%,100%,1,2,Entire home/apt,1,1,1,120,$0.00 ,$0.00 ,1,1125,16,38.90552475,-77.00675615,Washington,20002,DC
97%,59%,2,2,Private room,1,1.5,1,120,$0.00 ,$0.00 ,1,1125,11,38.89738996,-76.9931736,Washington,20002,DC
90%,90%,1,4,Entire home/apt,1,1,2,120,$35.00 ,$300.00 ,2,7,75,38.89425349,-76.99982262,Washington,20002,DC
100%,100%,1,2,Entire home/apt,1,1,1,120,$0.00 ,$0.00 ,2,60,108,38.92383791,-77.03857956,Washington,20009,DC
100%,100%,1,2,Entire home/apt,0,1,1,120,$0.00 ,$0.00 ,2,1125,7,38.92061066,-77.03688023,Washington,20009,DC
100%,91%,1,3,Entire home/apt,1,1,1,120,$80.00 ,$0.00 ,3,90,21,38.91233329,-77.04940901,Washington,20008,DC
100%,100%,1,2,Entire home/apt,1,1,1,120,$30.00 ,$0.00 ,2,1125,6,38.92056821,-77.04753272,Washington,20009,DC
100%,43%,1,2,Entire home/apt,1,1,1,120,$0.00 ,$0.00 ,2,1125,4,38.91918916,-77.04247502,Washington,20009,DC
80%,75%,1,3,Entire home/apt,1,1,1,120,$0.00 ,$0.00 ,1,1125,10,38.92149091,-77.0419244,Washington,20009,DC
0%,0%,1,2,Private room,1,1,1,120,$0.00 ,$0.00 ,1,1125,0,38.91785235,-77.04822715,Washington,20008,DC
100%,100%,2,2,Entire home/apt,1,1,2,120,$100.00 ,$200.00 ,2,1125,4,38.91459468,-77.01235981,Washington,20001,DC
94%,71%,3,4,Entire home/apt,2,1,2,120,$30.00 ,$200.00 ,1,7,10,38.91369969,-77.00231513,Washington,20002,DC
100%,0%,1,3,Entire home/apt,1,1,1,120,$50.00 ,$100.00 ,2,7,1,38.92737902,-76.99845551,Washington,20017,DC
0%,0%,1,2,Private room,1,2,1,120,$0.00 ,$0.00 ,1,1125,1,38.91160731,-77.00246275,Washington,20002,DC
0%,0%,1,3,Entire home/apt,1,1,1,120,$35.00 ,$300.00 ,3,1125,0,38.93213826,-76.99667684,Washington,20017,DC
100%,100%,1,5,Entire home/apt,3,1.5,3,120,$0.00 ,$0.00 ,3,1125,0,38.91266876,-77.00518845,Washington,20002,DC
75%,100%,6,2,Private room,1,2,1,120,$25.00 ,$200.00 ,2,1125,10,38.91710729,-77.01301599,Washington,20001,DC
80%,60%,1,4,Entire home/apt,1,1,2,120,$29.00 ,$0.00 ,1,1125,6,38.92423917,-77.00042518,Washington,20017,DC
0%,0%,2,2,Private room,1,1,1,120,$0.00 ,$0.00 ,1,1125,1,38.93142313,-77.0202527,Washington,20010,DC
100%,100%,1,2,Entire home/apt,1,1,1,120,$25.00 ,$0.00 ,2,1125,15,38.92332449,-77.03186975,Washington,20009,DC
20%,75%,1,2,Entire home/apt,0,1,1,120,$0.00 ,$0.00 ,1,1125,8,38.92218702,-77.03247523,Washington,20009,DC
70%,80%,1,3,Entire home/apt,1,1,1,120,$0.00 ,$0.00 ,1,1125,1,38.92761096,-77.02724805,Washington,20009,DC
100%,100%,1,3,Entire home/apt,3,2,2,120,$0.00 ,$0.00 ,1,1125,0,38.92977161,-77.02690764,Washington,20010,DC
90%,80%,1,4,Entire home/apt,1,1,2,120,$30.00 ,$100.00 ,2,14,4,38.934731,-77.02862821,Washington,20010,DC
100%,91%,2,6,Entire home/apt,2,1,4,120,$130.00 ,$300.00 ,2,1125,0,38.93367157,-77.02039198,Washington,20010,DC
100%,0%,1,3,Entire home/apt,1,1,2,120,$100.00 ,$150.00 ,1,1125,8,38.9209853,-77.03409116,Washington,20009,DC
80%,55%,5,2,Private room,1,1,1,120,$0.00 ,$0.00 ,1,1125,0,38.93422388,-77.02851341,Washington,20010,DC
100%,0%,1,2,Entire home/apt,0,1,1,120,$50.00 ,$300.00 ,4,1125,8,38.9370013,-77.03310937,Washington,20010,DC
0%,0%,1,3,Private room,1,1,2,120,$30.00 ,$0.00 ,2,4,0,38.93243118,-77.02164155,Washington,20010,DC
100%,100%,2,5,Entire home/apt,1,1,1,120,$45.00 ,$200.00 ,2,1125,92,38.92933907,-77.0308786,Washington,20009,DC
100%,100%,1,2,Entire home/apt,1,1,1,120,$0.00 ,$0.00 ,1,1125,18,38.92955764,-77.03984352,Washington,20010,DC
80%,55%,5,2,Private room,1,1,1,120,$0.00 ,$0.00 ,1,1125,0,38.93423057,-77.0279009,Washington,20010,DC
0%,0%,1,2,Entire home/apt,1,1,1,120,$0.00 ,$150.00 ,10,30,15,38.92111069,-77.03200404,Washington,20009,DC
100%,100%,1,5,Entire home/apt,1,1,3,120,$50.00 ,$300.00 ,2,1125,7,38.92649861,-77.03355697,Washington,20009,DC
100%,0%,3,2,Private room,1,1,2,120,$0.00 ,$0.00 ,1,1125,0,38.93182902,-76.98257774,Washington,20018,DC
100%,0%,1,2,Entire home/apt,1,1,1,120,$40.00 ,$300.00 ,3,14,0,38.93149401,-76.98397107,Washington,20017,DC
0%,0%,1,3,Entire home/apt,1,1,3,120,$0.00 ,$0.00 ,7,1125,2,38.93746425,-77.07424838,Washington,20016,DC
,,1,2,Entire home/apt,1,1,1,120,,,1,1125,0,38.94183841,-77.07542897,Washington,20016,DC
,,1,3,Entire home/apt,1,1,1,120,,,3,14,2,38.92972782,-77.0550637,Washington,20008,DC
100%,100%,2,2,Private room,1,1,1,120,,,1,1125,0,38.88663841,-77.00192604,Washington,20003,DC
94%,100%,1,4,Private room,1,1,1,120,$30.00 ,,1,1125,88,38.88272579,-76.99524396,Washington,20003,DC
100%,100%,1,2,Entire home/apt,1,1,2,120,$30.00 ,,5,1125,8,38.8826083,-76.99619187,Washington,20003,DC
80%,100%,1,2,Entire home/apt,1,1,1,120,$25.00 ,,2,1125,9,38.88217189,-76.9819093,Washington,20003,DC
,,1,4,Entire home/apt,1,1,2,120,$50.00 ,$150.00 ,2,1125,23,38.88397332,-76.97820146,Washington,20003,DC
100%,100%,1,3,Entire home/apt,1,1,1,120,$50.00 ,$100.00 ,3,60,49,38.88046947,-76.98525609,Washington,20003,DC
90%,89%,2,2,Private room,1,1,1,120,$30.00 ,,2,1125,5,38.88797216,-76.99957413,Washington,20003,DC
80%,29%,1,4,Entire home/apt,3,1,2,120,$25.00 ,$200.00 ,2,1125,21,38.88473104,-76.99250488,Washington,20003,DC
89%,43%,1,2,Private room,1,1,1,120,$10.00 ,,1,365,85,38.87791518,-76.98474265,Washington,20003,DC
96%,100%,1,2,Entire home/apt,0,1,1,120,,,1,1125,199,38.8854318,-77.00681792,Washington,20003,DC
80%,100%,1,3,Entire home/apt,1,1,1,121,$60.00 ,$300.00 ,1,7,2,38.90898653,-77.02200798,Washington,20001,DC
100%,100%,2,2,Entire home/apt,1,1,1,121,$75.00 ,$0.00 ,2,1125,1,38.91053293,-77.04876457,Washington,20008,DC
60%,67%,1,2,Entire home/apt,1,2,1,121,$15.00 ,,1,1125,22,38.88585027,-76.98996906,Washington,20003,DC
99%,88%,16,2,Entire home/apt,0,1,1,122,$0.00 ,$0.00 ,2,1125,5,38.90367845,-77.0591138,Washington,20007,DC
100%,100%,1,2,Entire home/apt,1,1,1,122,$15.00 ,$0.00 ,2,1125,3,38.9125456,-77.04109213,Washington,20009,DC
100%,100%,1,3,Entire home/apt,1,1,1,122,$0.00 ,$0.00 ,2,365,69,38.91323714,-77.00899655,Washington,20002,DC
100%,100%,1,4,Entire home/apt,1,1,2,123,$65.00 ,,2,120,8,38.88710704,-76.98685286,Washington,20003,DC
100%,100%,3,4,Entire home/apt,1,1,2,124,$100.00 ,$95.00 ,4,1125,3,38.90361975,-77.02968543,Washington,20005,DC
100%,100%,1,3,Entire home/apt,1,1,1,124,$85.00 ,$200.00 ,10,365,13,38.90787745,-77.06650218,Washington,20007,DC
100%,100%,1,3,Entire home/apt,1,1,2,124,$40.00 ,$100.00 ,2,60,25,38.90510387,-77.00637211,Washington,20002,DC
100%,96%,3,4,Entire home/apt,2,1,2,124,$49.00 ,$0.00 ,2,1125,37,38.92287342,-77.04668627,Washington,20009,DC
90%,29%,1,4,Entire home/apt,2,2,2,124,$0.00 ,$0.00 ,2,1125,1,38.91303916,-77.01568307,Washington,20001,DC
100%,80%,2,4,Entire home/apt,2,1,2,124,$30.00 ,$200.00 ,3,1125,11,38.92722415,-77.03601384,Washington,20009,DC
100%,100%,1,3,Entire home/apt,1,1,2,125,$60.00 ,$0.00 ,1,30,11,38.91035119,-77.02361655,Washington,20001,DC
0%,0%,1,1,Private room,1,0,0,125,$0.00 ,$0.00 ,1,1125,0,38.84921846,-76.97884192,Washington,20020,DC
90%,93%,3,2,Private room,1,1,1,125,$0.00 ,$0.00 ,1,1125,0,38.87491191,-77.00884499,Washington,20003,DC
100%,50%,1,2,Entire home/apt,0,1,1,125,$0.00 ,$0.00 ,2,7,0,38.89693158,-77.01094516,Washington,20001,DC
75%,75%,2,2,Entire home/apt,0,1,1,125,$10.00 ,$0.00 ,1,1125,1,38.89585647,-77.04459467,Washington,20006,DC
100%,100%,1,2,Entire home/apt,0,1,1,125,$0.00 ,$200.00 ,2,1125,42,38.89805663,-77.04081866,"Washington, D.C.",20006,DC
100%,100%,1,1,Entire home/apt,1,1,1,125,$0.00 ,$0.00 ,2,5,5,38.90874579,-77.05166624,Washington,20007,DC
80%,100%,1,4,Entire home/apt,1,1,2,125,$45.00 ,$500.00 ,2,1125,24,38.8988222,-77.05059017,Washington,20037,DC
100%,100%,1,2,Entire home/apt,1,1,1,125,$0.00 ,$0.00 ,3,10,12,38.90804616,-77.03328531,Washington,20005,DC
100%,100%,3,2,Private room,1,1,1,125,$0.00 ,$0.00 ,1,365,5,38.91072408,-77.01977647,Washington,20001,DC
100%,100%,1,2,Private room,1,1,1,125,$0.00 ,$300.00 ,1,4,149,38.91354821,-77.03198082,Washington,20009,DC
100%,100%,1,2,Entire home/apt,2,1,1,125,$0.00 ,$0.00 ,1,3,7,38.91173402,-77.03376569,Washington,20009,DC
100%,97%,3,2,Entire home/apt,1,1,1,125,$0.00 ,$0.00 ,1,110,116,38.908334,-77.03318199,Washington,20005,DC
100%,100%,1,3,Entire home/apt,0,1,1,125,$30.00 ,$0.00 ,1,1125,2,38.90740591,-77.03448303,Washington,20005,DC
41%,93%,1,4,Entire home/apt,1,1,1,125,$0.00 ,$100.00 ,2,365,27,38.90748903,-77.03288909,Washington,20005,DC
63%,75%,1,2,Entire home/apt,1,1,1,125,$0.00 ,$0.00 ,2,4,8,38.90774809,-77.02323209,Washington,20001,DC
0%,0%,1,2,Private room,1,1.5,1,125,$0.00 ,$0.00 ,1,3,0,38.90925637,-77.02009675,Washington,20001,DC
100%,100%,1,3,Entire home/apt,1,1,1,125,$50.00 ,$0.00 ,2,1125,1,38.90819766,-77.03113427,Washington,20005,DC
100%,100%,1,2,Entire home/apt,0,1,1,125,$35.00 ,$0.00 ,2,10,23,38.90675753,-77.0337719,Washington,20005,DC
100%,100%,1,2,Entire home/apt,1,1,1,125,$50.00 ,$0.00 ,1,1125,4,38.91079535,-77.08720993,Washington,20007,DC
100%,100%,1,4,Entire home/apt,2,1,3,125,$50.00 ,$0.00 ,1,1125,1,38.90586331,-76.98255658,Washington,20002,DC
100%,100%,1,1,Private room,1,1.5,1,125,$100.00 ,$200.00 ,3,21,10,38.91364959,-77.06974862,Washington,20007,DC
91%,57%,1,2,Entire home/apt,0,1,1,125,$38.00 ,$0.00 ,1,1125,5,38.90713938,-77.03636439,Washington,20005,DC
0%,0%,1,3,Private room,1,1,1,125,$25.00 ,$0.00 ,1,1125,3,38.91388156,-77.03846815,Washington,20009,DC
100%,86%,1,3,Entire home/apt,1,1,1,125,$25.00 ,$0.00 ,2,1125,6,38.90984746,-77.04766441,Washington,20037,DC
99%,96%,32,2,Entire home/apt,0,1,1,125,$45.00 ,$100.00 ,4,365,36,38.91520693,-77.04424485,Washington,20009,DC
100%,75%,2,2,Entire home/apt,1,1.5,1,125,$30.00 ,$100.00 ,3,1125,0,38.91373672,-77.03524361,Washington,20009,DC
100%,0%,1,2,Entire home/apt,1,1,1,125,$125.00 ,$250.00 ,27,1125,5,38.90834674,-77.04938994,Washington,20037,DC
90%,82%,2,2,Private room,1,1,1,125,$0.00 ,$0.00 ,2,5,18,38.91034026,-77.03888948,Washington,20009,DC
92%,95%,1,2,Entire home/apt,1,1,1,125,$30.00 ,$0.00 ,1,1125,18,38.91550981,-77.04344794,Washington,20009,DC
100%,100%,2,2,Entire home/apt,1,1,1,125,$45.00 ,$100.00 ,3,1125,10,38.91324537,-77.04245368,Washington,20009,DC
100%,100%,4,3,Entire home/apt,1,1,1,125,$40.00 ,$100.00 ,2,1125,0,38.91030648,-77.03847861,Washington,20036,DC
81%,89%,1,2,Entire home/apt,0,1,1,125,$20.00 ,$200.00 ,3,45,48,38.91408702,-77.04380766,Washington,20009,DC
100%,100%,1,4,Entire home/apt,1,1,1,125,$0.00 ,$0.00 ,1,1125,10,38.91033569,-77.03541367,Washington,20005,DC
100%,100%,1,3,Entire home/apt,0,1,1,125,$10.00 ,$0.00 ,2,1125,1,38.91272625,-77.0409328,Washington,20009,DC
100%,100%,2,2,Entire home/apt,1,1,1,125,$45.00 ,$100.00 ,2,1125,44,38.91326514,-77.04171012,Washington,20009,DC
100%,100%,1,5,Entire home/apt,1,1,2,125,$30.00 ,$95.00 ,3,1125,7,38.915607,-77.02605841,Washington,20001,DC
100%,0%,1,3,Entire home/apt,1,1,2,125,$0.00 ,$0.00 ,1,1125,1,38.9162473,-77.03084813,Washington,20009,DC
60%,86%,1,2,Entire home/apt,1,1,1,125,$60.00 ,$0.00 ,2,9,2,38.91918407,-77.03099584,Washington,20009,DC
100%,100%,1,4,Entire home/apt,0,1,2,125,$15.00 ,$300.00 ,2,1125,1,38.87874031,-77.01483104,Washington,20024,DC
100%,100%,2,3,Entire home/apt,1,1,1,125,$125.00 ,$125.00 ,2,1125,3,38.87321808,-77.01098866,Washington,20024,DC
100%,100%,1,6,Entire home/apt,2,1.5,2,125,$10.00 ,$0.00 ,1,1125,0,38.87459683,-77.01699835,Washington,20024,DC
100%,100%,1,2,Private room,1,1,1,125,$50.00 ,$250.00 ,2,31,0,38.87902375,-77.01562378,Washington,20024,DC
95%,90%,2,8,Entire home/apt,2,1,3,125,$0.00 ,$0.00 ,4,1125,0,38.95060255,-76.9951064,Washington,20017,DC
100%,100%,1,2,Entire home/apt,1,1,1,125,$35.00 ,$0.00 ,2,1125,9,38.93886761,-77.01971859,Washington,20011,DC
33%,0%,2,2,Private room,1,1,1,125,$45.00 ,$500.00 ,3,30,0,38.959492,-77.0314507,Washington,20011,DC
100%,100%,1,2,Entire home/apt,1,1,1,125,$25.00 ,$100.00 ,2,365,5,38.93693037,-77.02404014,Washington,20011,DC
100%,67%,1,4,Entire home/apt,1,1,2,125,$35.00 ,$0.00 ,2,1125,1,38.93872019,-77.02105223,Washington,20011,DC
40%,0%,1,2,Private room,1,3.5,1,125,$0.00 ,$0.00 ,1,1125,4,38.93840776,-77.01745921,Washington,20011,DC
100%,0%,1,1,Private room,1,1,1,125,$0.00 ,$0.00 ,1,3,0,38.93701594,-77.02345301,Washington,20011,DC
100%,100%,1,3,Entire home/apt,1,1,1,125,$50.00 ,$100.00 ,2,1125,10,38.95086706,-77.06736015,Washington,20008,DC
0%,0%,1,4,Entire home/apt,1,1,2,125,$0.00 ,$0.00 ,1,1125,1,38.94094845,-77.06030381,Washington,20008,DC
100%,0%,1,2,Entire home/apt,1,2.5,1,125,$50.00 ,$300.00 ,7,45,1,38.97267086,-77.01820933,Washington,20012,DC
0%,0%,2,1,Private room,1,1,1,125,$0.00 ,$0.00 ,2,1125,0,38.96262047,-77.00668652,Washington,20011,DC
100%,0%,1,3,Entire home/apt,0,1,1,125,$25.00 ,$0.00 ,1,1125,0,38.96135334,-77.07213743,Washington,20015,DC
90%,100%,2,2,Entire home/apt,1,1,1,125,$100.00 ,$0.00 ,3,90,2,38.97723478,-77.05834739,Washington,20015,DC
100%,64%,1,2,Entire home/apt,1,1,1,125,$0.00 ,$275.00 ,2,14,22,38.89202444,-77.00122322,Washington,20002,DC
100%,100%,1,2,Entire home/apt,1,1,1,125,$60.00 ,$200.00 ,2,1125,23,38.89959171,-77.00006404,Washington,20002,DC
100%,100%,1,6,Entire home/apt,2,1.5,3,125,$90.00 ,$500.00 ,2,1125,0,38.89721386,-76.9759526,Washington,20002,DC
100%,100%,1,4,Entire home/apt,1,1,2,125,$20.00 ,$125.00 ,2,29,85,38.89552706,-76.99273583,Washington,20002,DC
100%,0%,1,5,Entire home/apt,2,1.5,3,125,$0.00 ,$0.00 ,6,1125,0,38.8988398,-76.99730181,Washington,20002,DC
100%,100%,1,4,Entire home/apt,1,1,2,125,$0.00 ,$0.00 ,1,1125,8,38.89909192,-76.9839541,Washington,20002,DC
80%,93%,1,2,Entire home/apt,1,1,1,125,$0.00 ,$0.00 ,3,1125,28,38.89923031,-76.98951133,Washington,20002,DC
100%,100%,1,3,Entire home/apt,1,1,1,125,$0.00 ,$0.00 ,1,1125,29,38.90580085,-76.99893974,Washington,20002,DC
90%,83%,1,3,Entire home/apt,1,1,1,125,$30.00 ,$0.00 ,2,1125,4,38.90494742,-77.00576335,Washington,20002,DC
100%,100%,1,2,Entire home/apt,1,1,1,125,$20.00 ,$0.00 ,2,4,2,38.89968286,-77.00042232,Washington,20002,DC
100%,100%,1,2,Entire home/apt,0,1,1,125,$100.00 ,$400.00 ,3,1125,19,38.89494845,-77.00321644,Washington,20002,DC
75%,67%,1,3,Entire home/apt,2,1,2,125,$0.00 ,$0.00 ,3,1125,7,38.8963776,-76.9972787,Washington,20002,DC
33%,0%,1,2,Private room,1,1,1,125,$25.00 ,$0.00 ,1,1125,0,38.89999528,-77.00282228,Washington,20002,DC
100%,100%,1,4,Entire home/apt,1,1,2,125,$70.00 ,$350.00 ,3,28,23,38.90519615,-76.99643176,Washington,20002,DC
0%,0%,1,2,Private room,1,1,1,125,$0.00 ,$0.00 ,1,1125,0,38.9235132,-77.04405266,Washington,20009,DC
100%,100%,1,2,Private room,1,1,1,125,$0.00 ,$0.00 ,1,1125,1,38.92230477,-77.04094555,Washington,20009,DC
100%,0%,2,3,Entire home/apt,1,1,1,125,$100.00 ,$500.00 ,5,30,16,38.9223446,-77.04524749,Washington,20009,DC
100%,100%,1,2,Entire home/apt,1,1,1,125,$55.00 ,$0.00 ,1,10,0,38.92259954,-77.04394976,Washington,20009,DC
99%,96%,32,2,Entire home/apt,0,1,1,125,$45.00 ,$100.00 ,4,365,31,38.91683041,-77.04405909,Washington,20009,DC
75%,100%,1,2,Entire home/apt,1,1,1,125,$55.00 ,$250.00 ,3,14,3,38.92388279,-77.0418802,Washington,20009,DC
93%,38%,1,2,Entire home/apt,0,1,1,125,$0.00 ,$0.00 ,1,1125,6,38.92113966,-77.04473136,Washington,20009,DC
0%,0%,1,2,Entire home/apt,0,1,1,125,$30.00 ,$200.00 ,2,1125,7,38.91330654,-77.04739931,Washington,20009,DC
0%,0%,1,3,Entire home/apt,1,1,1,125,$75.00 ,$100.00 ,3,1125,4,38.92144815,-77.04455612,Washington,20009,DC
100%,0%,1,3,Entire home/apt,1,1,1,125,$0.00 ,$0.00 ,2,4,0,38.91622371,-77.0509312,Washington,20008,DC
50%,67%,1,2,Entire home/apt,1,1,1,125,$85.00 ,$0.00 ,1,1125,8,38.92012786,-77.03970466,Washington,20009,DC
0%,0%,1,2,Entire home/apt,1,1,1,125,$0.00 ,$105.00 ,1,1125,1,38.92530397,-77.03844938,Adams Morgan,20009,Washington DC
96%,98%,2,4,Entire home/apt,1,1,2,125,$90.00 ,$150.00 ,3,365,49,38.9252103,-77.03736096,Washington,20009,DC
100%,67%,1,4,Entire home/apt,1,1,1,125,$35.00 ,$0.00 ,3,1125,8,38.92440197,-77.04339574,Washington,20009,DC
75%,100%,6,2,Private room,1,2,1,125,$25.00 ,$200.00 ,3,1125,14,38.91550249,-77.01298233,Washington,20001,DC
0%,0%,1,4,Entire home/apt,2,1.5,2,125,$50.00 ,$500.00 ,5,100,2,38.91414399,-77.00879659,Washington,20002,DC
20%,80%,1,4,Entire home/apt,2,2,2,125,$0.00 ,$0.00 ,1,1125,1,38.91415782,-77.01591233,Washington,20001,DC
100%,0%,1,2,Private room,1,1,2,125,$0.00 ,$0.00 ,1,1125,0,38.91171286,-77.00361587,Washington,20002,DC
90%,50%,1,3,Entire home/apt,2,1,2,125,$0.00 ,$0.00 ,1,61,24,38.91504049,-77.00753175,Washington,20002,DC
100%,96%,1,4,Entire home/apt,2,2,2,125,$75.00 ,$250.00 ,2,1125,13,38.91079641,-77.01244413,Washington,20001,DC
0%,0%,1,4,Entire home/apt,1,1,1,125,$0.00 ,$0.00 ,2,1125,42,38.91545444,-77.01276435,Washington,20001,DC
0%,0%,1,2,Entire home/apt,2,1.5,1,125,$100.00 ,$0.00 ,7,1125,0,38.93086871,-77.03067337,Washington,20010,DC
0%,0%,1,2,Private room,1,1,1,125,$0.00 ,$0.00 ,1,1125,22,38.92134364,-77.02924167,Washington,20009,DC
100%,100%,1,3,Entire home/apt,0,1,2,125,$60.00 ,$500.00 ,3,1125,15,38.93134327,-77.03584081,Washington,20010,DC
78%,100%,2,4,Entire home/apt,1,1,2,125,$60.00 ,$0.00 ,1,1125,5,38.93090495,-77.04048447,Washington,20010,DC
100%,100%,1,4,Entire home/apt,1,1,2,125,$50.00 ,$500.00 ,1,1125,16,38.93558956,-77.04223285,"Washington, D.C.",20010,DC
100%,83%,1,2,Entire home/apt,0,1,1,125,$25.00 ,$100.00 ,1,9,12,38.92243765,-77.03454597,Washington,20009,DC
0%,0%,1,2,Private room,1,1,1,125,$0.00 ,$0.00 ,1,1125,1,38.92760467,-77.0392648,Washington,20009,DC
